"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 26 11:01:43 GMT 2022","Mon Dec 26 11:01:43 GMT 2022","175","","Connectors","","","",".invoke() - invoke a function on the current subject",""
"passed","Mon Dec 26 11:01:35 GMT 2022","Mon Dec 26 11:01:35 GMT 2022","352","","Location","","","","cy.location() - get window.location",""
"passed","Mon Dec 26 11:01:34 GMT 2022","Mon Dec 26 11:01:35 GMT 2022","614","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Mon Dec 26 11:05:36 GMT 2022","Mon Dec 26 11:05:37 GMT 2022","546","","Actions","","","",".blur() - blur off a DOM element",""
"passed","Mon Dec 26 11:02:24 GMT 2022","Mon Dec 26 11:02:25 GMT 2022","1364","","Cookies","","","","cy.getCookie() - get a browser cookie",""
"passed","Mon Dec 26 11:05:54 GMT 2022","Mon Dec 26 11:05:54 GMT 2022","141","","Cypress.spec","","","","Get current spec information",""
"passed","Mon Dec 26 11:06:08 GMT 2022","Mon Dec 26 11:06:09 GMT 2022","258","","Utilities","","","","Cypress.$ - call a jQuery method",""
"passed","Mon Dec 26 11:05:54 GMT 2022","Mon Dec 26 11:05:54 GMT 2022","163","","Cypress.platform","","","","Get underlying OS name",""
"passed","Mon Dec 26 11:01:35 GMT 2022","Mon Dec 26 11:01:35 GMT 2022","223","","Location","","","","cy.url() - get the current URL",""
"passed","Mon Dec 26 11:02:27 GMT 2022","Mon Dec 26 11:02:28 GMT 2022","513","","Cookies","","","","cy.clearCookies() - clear browser cookies",""
"passed","Mon Dec 26 11:01:27 GMT 2022","Mon Dec 26 11:01:28 GMT 2022","1645","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Mon Dec 26 11:06:09 GMT 2022","Mon Dec 26 11:06:10 GMT 2022","1150","","Utilities","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Mon Dec 26 11:01:18 GMT 2022","Mon Dec 26 11:01:19 GMT 2022","396","","Querying","","","","cy.contains() - query DOM elements with matching content",""
"passed","Mon Dec 26 11:02:43 GMT 2022","Mon Dec 26 11:02:43 GMT 2022","226","","Traversal","","","",".filter() - get DOM elements that match the selector",""
"passed","Mon Dec 26 11:06:08 GMT 2022","Mon Dec 26 11:06:08 GMT 2022","550","","Utilities","","","","Cypress._ - call a lodash method",""
"passed","Mon Dec 26 11:06:01 GMT 2022","Mon Dec 26 11:06:01 GMT 2022","602","","Network Requests","","","","cy.request() - save response in the shared test context",""
"passed","Mon Dec 26 11:02:01 GMT 2022","Mon Dec 26 11:02:01 GMT 2022","267","","Local Storage / Session Storage","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Mon Dec 26 11:01:18 GMT 2022","Mon Dec 26 11:01:18 GMT 2022","829","","Querying","","","","cy.get() - query DOM elements",""
"passed","Mon Dec 26 11:01:44 GMT 2022","Mon Dec 26 11:01:44 GMT 2022","272","","Spies, Stubs, and Clock","","","","cy.clock() - control time in the browser",""
"passed","Mon Dec 26 11:05:38 GMT 2022","Mon Dec 26 11:05:38 GMT 2022","516","","Actions","","","",".submit() - submit a form",""
"passed","Mon Dec 26 11:01:19 GMT 2022","Mon Dec 26 11:01:20 GMT 2022","922","","Querying","","","","best practices - selecting elements",""
"passed","Mon Dec 26 11:01:49 GMT 2022","Mon Dec 26 11:01:55 GMT 2022","5305","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Mon Dec 26 11:01:49 GMT 2022","Mon Dec 26 11:01:50 GMT 2022","951","","Misc","","","",".end() - end the command chain",""
"passed","Mon Dec 26 11:05:38 GMT 2022","Mon Dec 26 11:05:42 GMT 2022","3339","","Actions","","","",".click() - click on a DOM element",""
"passed","Mon Dec 26 11:02:42 GMT 2022","Mon Dec 26 11:02:43 GMT 2022","230","","Traversal","","","",".eq() - get a DOM element at a specific index",""
"passed","Mon Dec 26 11:01:52 GMT 2022","Mon Dec 26 11:01:54 GMT 2022","2266","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Mon Dec 26 11:01:06 GMT 2022","Mon Dec 26 11:01:07 GMT 2022","466","","Aliasing","","","",".as() - alias a route for later use",""
"passed","Mon Dec 26 11:02:34 GMT 2022","Mon Dec 26 11:02:35 GMT 2022","1430","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Mon Dec 26 11:02:45 GMT 2022","Mon Dec 26 11:02:45 GMT 2022","206","","Traversal","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Mon Dec 26 11:02:01 GMT 2022","Mon Dec 26 11:02:02 GMT 2022","243","","Local Storage / Session Storage","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Mon Dec 26 11:02:46 GMT 2022","Mon Dec 26 11:02:46 GMT 2022","225","","Traversal","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Mon Dec 26 11:05:42 GMT 2022","Mon Dec 26 11:05:42 GMT 2022","453","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Mon Dec 26 11:05:53 GMT 2022","Mon Dec 26 11:05:53 GMT 2022","214","","Cypress.Cookies","","","",".debug() - enable or disable debugging",""
"passed","Mon Dec 26 11:02:45 GMT 2022","Mon Dec 26 11:02:45 GMT 2022","218","","Traversal","","","",".prev() - get previous sibling DOM element",""
"passed","Mon Dec 26 11:02:08 GMT 2022","Mon Dec 26 11:02:08 GMT 2022","170","","Window","","","","cy.document() - get the document object",""
"passed","Mon Dec 26 11:02:43 GMT 2022","Mon Dec 26 11:02:44 GMT 2022","235","","Traversal","","","",".last() - get last DOM element",""
"passed","Mon Dec 26 11:01:26 GMT 2022","Mon Dec 26 11:01:26 GMT 2022","171","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Mon Dec 26 11:01:44 GMT 2022","Mon Dec 26 11:01:44 GMT 2022","172","","Spies, Stubs, and Clock","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Mon Dec 26 11:02:00 GMT 2022","Mon Dec 26 11:02:01 GMT 2022","807","","Local Storage / Session Storage","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Mon Dec 26 11:01:24 GMT 2022","Mon Dec 26 11:01:28 GMT 2022","3213","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Mon Dec 26 11:01:19 GMT 2022","Mon Dec 26 11:01:19 GMT 2022","340","","Querying","","","","cy.root() - query the root DOM element",""
"passed","Mon Dec 26 11:06:01 GMT 2022","Mon Dec 26 11:06:03 GMT 2022","1509","","Network Requests","","","","cy.intercept() - route responses to matching requests",""
"passed","Mon Dec 26 11:01:55 GMT 2022","Mon Dec 26 11:01:55 GMT 2022","662","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Mon Dec 26 11:02:45 GMT 2022","Mon Dec 26 11:02:46 GMT 2022","199","","Traversal","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Mon Dec 26 11:01:06 GMT 2022","Mon Dec 26 11:01:06 GMT 2022","577","","Aliasing","","","",".as() - alias a DOM element for later use",""
"passed","Mon Dec 26 11:05:53 GMT 2022","Mon Dec 26 11:05:53 GMT 2022","181","","Cypress.config()","","","","Get and set configuration options",""
"passed","Mon Dec 26 11:05:46 GMT 2022","Mon Dec 26 11:05:46 GMT 2022","187","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Mon Dec 26 11:05:53 GMT 2022","Mon Dec 26 11:05:53 GMT 2022","146","","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Mon Dec 26 11:05:46 GMT 2022","Mon Dec 26 11:05:46 GMT 2022","214","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Mon Dec 26 11:05:52 GMT 2022","Mon Dec 26 11:05:53 GMT 2022","375","","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Mon Dec 26 11:02:46 GMT 2022","Mon Dec 26 11:02:46 GMT 2022","205","","Traversal","","","",".siblings() - get all sibling DOM elements",""
"passed","Mon Dec 26 11:01:26 GMT 2022","Mon Dec 26 11:01:26 GMT 2022","193","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Mon Dec 26 11:05:37 GMT 2022","Mon Dec 26 11:05:38 GMT 2022","871","","Actions","","","",".clear() - clears an input or textarea element",""
"passed","Mon Dec 26 11:02:01 GMT 2022","Mon Dec 26 11:02:01 GMT 2022","280","","Local Storage / Session Storage","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Mon Dec 26 11:05:32 GMT 2022","Mon Dec 26 11:05:36 GMT 2022","4554","","Actions","","","",".type() - type into a DOM element",""
"passed","Mon Dec 26 11:01:52 GMT 2022","Mon Dec 26 11:01:52 GMT 2022","279","","Misc","","","","cy.wrap() - wrap an object",""
"passed","Mon Dec 26 11:01:45 GMT 2022","Mon Dec 26 11:01:45 GMT 2022","61","","Spies, Stubs, and Clock","","","","matches call arguments using Sinon matchers",""
"passed","Mon Dec 26 11:01:25 GMT 2022","Mon Dec 26 11:01:25 GMT 2022","631","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Mon Dec 26 11:01:42 GMT 2022","Mon Dec 26 11:01:43 GMT 2022","535","","Connectors","","","",".each() - iterate over an array of elements",""
"passed","Mon Dec 26 11:05:59 GMT 2022","Mon Dec 26 11:06:00 GMT 2022","566","","Network Requests","","","","cy.request() - verify response using BDD syntax",""
"passed","Mon Dec 26 11:01:41 GMT 2022","Mon Dec 26 11:01:44 GMT 2022","2563","","Spies, Stubs, and Clock","","","","cy.spy() retries until assertions pass",""
"passed","Mon Dec 26 11:01:26 GMT 2022","Mon Dec 26 11:01:27 GMT 2022","149","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Mon Dec 26 11:05:44 GMT 2022","Mon Dec 26 11:05:45 GMT 2022","1058","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Mon Dec 26 11:01:54 GMT 2022","Mon Dec 26 11:01:55 GMT 2022","238","Misc","Cypress.Screenshot","","","","Cypress.Screenshot.defaults() - change default config of screenshots",""
"passed","Mon Dec 26 11:05:58 GMT 2022","Mon Dec 26 11:05:59 GMT 2022","740","","Network Requests","","","","cy.request() - make an XHR request",""
"passed","Mon Dec 26 11:05:45 GMT 2022","Mon Dec 26 11:05:46 GMT 2022","1035","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Mon Dec 26 11:02:13 GMT 2022","Mon Dec 26 11:02:14 GMT 2022","785","","example to-do app","","","","can add new todo items",""
"passed","Mon Dec 26 11:01:26 GMT 2022","Mon Dec 26 11:01:26 GMT 2022","152","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Mon Dec 26 11:02:12 GMT 2022","Mon Dec 26 11:02:13 GMT 2022","794","","example to-do app","","","","displays two todo items by default",""
"passed","Mon Dec 26 11:02:27 GMT 2022","Mon Dec 26 11:02:27 GMT 2022","536","","Cookies","","","","cy.clearCookie() - clear a browser cookie",""
"passed","Mon Dec 26 11:02:36 GMT 2022","Mon Dec 26 11:02:36 GMT 2022","643","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Mon Dec 26 11:02:26 GMT 2022","Mon Dec 26 11:02:27 GMT 2022","654","","Cookies","","","","cy.setCookie() - set a browser cookie",""
"passed","Mon Dec 26 11:02:42 GMT 2022","Mon Dec 26 11:02:42 GMT 2022","551","","Traversal","","","",".children() - get child DOM elements",""
"passed","Mon Dec 26 11:05:54 GMT 2022","Mon Dec 26 11:05:54 GMT 2022","158","","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Mon Dec 26 11:01:11 GMT 2022","Mon Dec 26 11:01:11 GMT 2022","131","","Files","","","","cy.fixture() or require - load a fixture",""
"passed","Mon Dec 26 11:02:43 GMT 2022","Mon Dec 26 11:02:43 GMT 2022","182","","Traversal","","","",".first() - get first DOM element",""
"passed","Mon Dec 26 11:05:36 GMT 2022","Mon Dec 26 11:05:36 GMT 2022","179","","Actions","","","",".focus() - focus on a DOM element",""
"passed","Mon Dec 26 11:02:35 GMT 2022","Mon Dec 26 11:02:36 GMT 2022","647","","Navigation","","","","cy.reload() - reload the page",""
"passed","Mon Dec 26 11:01:11 GMT 2022","Mon Dec 26 11:01:12 GMT 2022","779","","Files","","","","cy.writeFile() - write to a file",""
"passed","Mon Dec 26 11:01:43 GMT 2022","Mon Dec 26 11:01:43 GMT 2022","203","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Mon Dec 26 11:01:50 GMT 2022","Mon Dec 26 11:01:51 GMT 2022","1055","","Misc","","","","cy.exec() - execute a system command",""
"passed","Mon Dec 26 11:01:43 GMT 2022","Mon Dec 26 11:01:44 GMT 2022","165","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Mon Dec 26 11:01:44 GMT 2022","Mon Dec 26 11:01:45 GMT 2022","349","","Spies, Stubs, and Clock","","","","cy.tick() - move time in the browser",""
"passed","Mon Dec 26 11:01:45 GMT 2022","Mon Dec 26 11:01:45 GMT 2022","47","","Spies, Stubs, and Clock","","","","cy.stub() matches depending on arguments",""
"passed","Mon Dec 26 11:02:42 GMT 2022","Mon Dec 26 11:02:42 GMT 2022","214","","Traversal","","","",".closest() - get closest ancestor DOM element",""
"passed","Mon Dec 26 11:02:14 GMT 2022","Mon Dec 26 11:02:15 GMT 2022","512","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Mon Dec 26 11:05:53 GMT 2022","Mon Dec 26 11:05:54 GMT 2022","135","","Cypress.env()","","","","Get environment variables",""
"passed","Mon Dec 26 11:01:43 GMT 2022","Mon Dec 26 11:01:43 GMT 2022","193","","Connectors","","","",".its() - get properties on the current subject",""
"passed","Mon Dec 26 11:01:44 GMT 2022","Mon Dec 26 11:01:44 GMT 2022","165","Connectors",".then()","","","","yields the original subject without return",""
"passed","Mon Dec 26 11:02:44 GMT 2022","Mon Dec 26 11:02:44 GMT 2022","201","","Traversal","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Mon Dec 26 11:02:25 GMT 2022","Mon Dec 26 11:02:26 GMT 2022","770","","Cookies","","","","cy.getCookies() - get browser cookies",""
"passed","Mon Dec 26 11:05:43 GMT 2022","Mon Dec 26 11:05:44 GMT 2022","1095","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Mon Dec 26 11:01:44 GMT 2022","Mon Dec 26 11:01:44 GMT 2022","195","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Mon Dec 26 11:06:09 GMT 2022","Mon Dec 26 11:06:09 GMT 2022","335","","Utilities","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Mon Dec 26 11:01:10 GMT 2022","Mon Dec 26 11:01:11 GMT 2022","477","","Files","","","","cy.fixture() - load a fixture",""
"passed","Mon Dec 26 11:02:15 GMT 2022","Mon Dec 26 11:02:16 GMT 2022","472","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Mon Dec 26 11:05:53 GMT 2022","Mon Dec 26 11:05:53 GMT 2022","184","","Cypress.arch","","","","Get CPU architecture name of underlying OS",""
"passed","Mon Dec 26 11:02:07 GMT 2022","Mon Dec 26 11:02:08 GMT 2022","410","","Window","","","","cy.window() - get the global window object",""
"passed","Mon Dec 26 11:02:15 GMT 2022","Mon Dec 26 11:02:15 GMT 2022","630","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Mon Dec 26 11:01:43 GMT 2022","Mon Dec 26 11:01:43 GMT 2022","184","","Connectors","","","",".spread() - spread an array as individual args to callback function",""
